26,48
28,56
30,58
32,58
34,56
36,54
38,54
40,58
42,60
44,66
46,68
48,70
50,72
52,74
54,76
56,78
58,80
60,82
62,84
64,86
66,88
68,90
70,92
72,94
74,96
76,98
78,100
80,102
78,110
76,112
74,114
72,116
70,118
68,120
66,122
64,124
62,126
60,128
58,130
56,132
54,134
52,136
50,138
48,140
46,138
44,136
42,134
40,132
38,130
36,128
34,126
32,124
30,124
28,126
26,128
24,130
22,132
20,134
18,136
16,138
14,140
16,148
18,150
20,152
22,154
24,156
26,158
28,160
30,162
32,164
34,166
36,168
38,170
36,180
34,182
32,184
30,186
28,188
26,190
24,192
22,194
20,196
22,202
24,204
26,206
28,208
30,210
32,214
30,220
28,224
26,226
24,228
22,230
20,232
18,234
20,240
22,242
24,244
26,246
28,248
30,250
32,252
34,254
36,256
38,260
40,262
42,264
44,266
47,268
49,270
51,272
53,274
55,276
57,278
59,280
61,282
63,284
65,286
67,288
69,292
67,300
65,302
63,306
61,308
59,310
61,311
59,311
57,313
55,315
53,317
51,319
49,319
47,321
45,323
43,325
41,327
39,329
37,331
35,333
33,335
31,337
29,339
27,341
25,343
27,351
29,353
31,355
33,357
35,359
37,361
39,363
41,365
43,367
45,369
47,371
49,373
51,375
53,377
55,379
57,381
59,383
61,383
63,381
65,379
67,377
69,375
71,373
73,371
75,369
77,367
79,365
81,363
83,361
85,359
87,357
85,345
83,343
81,341
83,335
85,333
87,331
89,329
91,327
93,323
95,321
97,319
99,317
101,315
103,313
105,311
107,309
109,307
111,305
113,303
115,301
117,295
115,291
113,289
111,287
109,285
107,283
105,281
103,275
101,273
99,271
97,269
95,267
93,265
91,263
89,261
87,259
85,257
83,255
81,253
79,251
77,249
75,247
73,245
71,243
69,241
67,239
69,231
71,229
73,227
75,225
77,223
79,221
77,207
75,205
73,201
71,199
73,193
75,189
77,187
79,185
81,183
83,181
85,179
87,179
89,181
91,183
93,185
95,187
97,189
99,191
101,193
103,195
105,197
107,199
109,201
111,203
113,201
115,199
117,197
119,195
121,195
123,193
125,193
127,193
129,193
131,195
133,197
135,199
137,201
139,203
137,205
135,209
133,213
131,215
133,225
135,227
137,229
139,231
141,233
143,235
145,237
147,239
149,239
151,239
153,237
155,235
157,233
159,231
161,231
163,233
165,233
167,233
165,231
163,229
161,227
159,227
157,229
155,229
153,231
151,233
149,235
147,235
145,233
143,231
141,229
139,227
137,225
139,213
141,211
143,209
141,207
139,205
137,203
135,201
133,199
131,197
129,195
127,193
125,191
123,191
121,191
119,193
117,195
115,197
113,197
111,197
109,197
107,195
105,193
103,191
101,189
99,187
97,185
95,183
93,181
91,179
89,177
87,175
85,173
83,171
81,169
79,167
77,165
75,163
77,161
79,159
81,157
83,155
85,153
87,151
89,149
91,147
93,145
95,143
97,141
99,139
101,137
103,135
105,133
107,131
109,129
111,125
113,123
115,121
117,119
119,117
121,115
123,113
125,111
127,109
129,107
131,105
129,101
127,99
125,97
123,95
121,93
119,91
117,89
115,87
113,85
111,83
109,67
107,65
105,63
103,61
101,59
99,57
97,55
95,53
93,51
91,49
89,47
87,45
85,37
83,31
85,23
87,23
89,21
91,21
93,21
95,21
97,21
99,21
101,21
103,21
105,21
107,21
109,21
111,21
114,23
116,23
118,23
120,23
122,21
124,21
126,21
128,21
130,21
132,21
134,23
136,23
138,23
140,23
142,23
144,23
146,23
148,23
150,23
152,23
154,23
156,25
158,27
160,29
162,31
160,35
158,41
156,43
154,45
152,49
150,51
148,53
146,55
144,57
142,59
140,61
141,62
143,74
145,78
147,80
149,82
151,84
153,86
155,84
157,82
159,80
161,78
163,76
165,74
167,72
169,70
171,68
173,66
175,64
177,62
179,64
181,66
183,68
185,70
187,72
189,74
187,84
185,86
183,88
181,90
179,92
177,94
175,96
173,98
171,100
169,102
167,104
165,106
163,108
161,110
159,112
157,114
155,116
153,118
151,120
149,122
147,124
145,126
143,128
141,130
139,132
137,134
135,136
133,138
131,141
128,147
130,149
132,151
134,153
138,159
140,159
138,159
140,161
142,162
144,164
146,166
148,168
150,170
152,172
154,174
156,176
158,178
160,180
162,182
164,184
166,186
168,188
170,190
172,192
174,194
176,196
178,198
180,200
182,202
184,204
186,206
188,208
190,210
192,212
194,214
196,216
198,218
206,212
208,214
206,218
208,216
210,214
212,212
214,210
216,208
218,206
220,204
222,202
224,200
226,198
228,196
230,194
232,192
234,190
237,186
239,184
241,182
243,180
245,178
247,176
249,174
251,172
253,170
255,168
257,166
259,162
261,160
263,158
265,156
267,154
269,152
271,148
269,138
267,136
265,134
263,132
261,130
259,128
257,126
255,124
253,122
255,118
257,116
259,116
261,116
263,114
265,112
267,110
269,106
271,104
269,96
264,90
266,92
264,90
262,88
260,86
258,84
256,82
254,80
252,78
250,76
248,74
246,72
244,70
242,68
240,66
237,63
235,61
233,59
231,57
229,55
227,53
225,51
223,49
221,47
219,45
217,43
219,31
221,29
223,27
225,25
227,23
229,21
231,21
233,23
235,25
237,25
239,25
241,29
243,31
245,33
247,39
249,41
251,43
253,41
255,39
257,37
259,35
261,33
263,33
265,31
267,29
269,27
271,25
268,25
270,23
272,23
274,23
276,25
278,25
280,27
282,29
284,31
286,33
288,35
290,37
292,39
294,41
296,43
298,43
300,41
302,39
304,37
306,35
308,33
310,31
312,29
314,27
316,25
318,23
320,21
322,21
324,23
326,25
328,27
330,29
332,31
334,33
336,35
338,37
340,39
342,41
344,41
346,39
348,37
350,35
352,33
354,31
356,31
358,29
360,27
362,25
364,25
366,25
368,27
370,29
372,31
374,33
376,35
378,37
380,39
382,41
384,43
382,47
380,51
378,53
376,55
374,57
372,59
370,61
368,63
366,65
364,67
362,69
360,71
358,73
356,75
354,77
352,79
350,81
348,83
346,85
344,87
342,89
340,91
338,93
336,95
334,97
332,99
330,99
328,99
326,101
324,103
322,105
320,107
318,109
316,111
314,111
312,113
310,115
308,117
306,119
304,121
302,125
300,127
302,129
304,127
306,127
308,125
310,123
312,121
314,119
316,117
318,115
320,113
322,111
324,109
326,107
324,103
322,101
320,97
318,95
316,93
314,91
312,89
310,87
307,80
309,84
307,86
305,86
303,86
301,88
299,86
297,86
295,84
297,78
299,80
301,82
303,84
305,84
307,82
309,80
307,74
309,68
311,70
313,72
315,74
313,78
315,86
317,88
319,90
321,92
323,94
325,96
327,98
329,98
331,100
333,100
335,98
337,96
339,94
341,92
343,90
345,88
347,86
349,84
351,82
353,80
355,78
357,76
359,74
361,72
363,70
365,68
367,66
369,64
371,62
373,60
375,58
377,56
379,54
381,52
383,50
385,48
387,46
385,40
383,38
381,36
379,34
377,32
375,30
373,28
371,26
369,24
367,22
365,22
363,22
361,24
359,26
357,28
355,30
353,32
351,34
349,36
347,36
345,38
343,38
341,36
339,34
337,32
335,30
333,28
331,26
329,24
327,22
325,20
323,18
321,20
319,20
317,22
315,24
313,26
311,28
309,30
307,32
305,34
303,36
301,38
299,40
294,40
292,38
290,36
288,34
286,32
284,30
282,28
280,26
278,24
276,22
274,20
272,20
270,22
268,24
266,26
264,28
262,30
260,32
258,34
256,36
254,36
252,38
250,38
248,36
246,34
244,32
242,30
240,28
238,26
236,24
234,22
232,20
230,18
228,20
226,22
224,24
222,26
220,28
218,30
216,32
214,34
212,36
210,38
212,40
214,42
216,44
216,44
218,48
220,50
222,52
224,54
226,56
228,58
230,60
232,62
234,64
236,66
238,68
240,70
242,72
244,74
246,76
248,78
250,80
252,82
254,84
256,86
258,88
260,90
262,92
264,94
266,96
268,98
266,104
264,106
262,110
260,112
258,114
256,116
254,118
252,118
250,118
248,116
246,114
244,112
242,110
240,108
238,106
236,104
234,102
232,100
230,100
228,98
226,96
224,94
222,92
224,94
226,96
224,106
222,110
220,112
218,114
216,116
214,118
212,116
210,114
208,112
206,112
204,110
202,108
200,110
198,112
196,114
194,116
196,113
194,115
192,117
190,119
193,130
195,132
193,134
195,135
197,139
199,141
201,143
203,145
201,147
199,147
197,145
195,143
193,141
191,139
189,137
187,135
185,133
183,133
181,133
179,133
175,133
173,135
171,139
169,141
167,143
165,145
168,152
170,154
172,156
174,158
176,160
172,158
174,160
176,162
178,164
180,166
182,168
185,170
187,174
189,176
191,176
193,178
195,180
197,182
199,182
201,182
203,182
205,182
202,183
204,181
206,179
208,177
210,177
208,175
210,175
212,175
214,173
216,173
218,171
220,169
222,167
224,163
226,161
228,159
230,157
232,155
234,153
236,151
238,149
236,143
234,141
232,139
230,135
228,133
226,131
224,129
222,127
220,125
218,123
220,121
222,117
224,113
226,111
228,109
230,107
232,107
234,107
236,109
238,109
240,111
242,113
244,115
246,117
248,119
250,121
252,123
254,125
256,127
258,129
260,131
262,133
264,135
266,137
268,139
270,141
272,143
274,145
272,151
270,153
268,155
266,157
264,159
266,171
268,173
270,175
276,179
278,183
280,185
282,187
284,187
286,185
288,183
290,181
292,179
294,177
296,175
298,173
300,171
302,169
304,167
306,165
308,163
310,161
312,159
314,157
316,155
318,153
320,151
322,149
324,147
326,145
328,143
330,141
332,139
334,137
336,135
338,133
340,131
342,129
344,127
346,125
348,123
350,121
352,119
354,117
356,115
358,113
360,111
362,111
364,111
366,113
368,115
370,117
372,119
374,121
372,133
370,135
368,137
366,141
364,143
362,145
364,150
366,154
368,156
370,158
372,160
374,162
376,164
378,166
380,171
378,173
376,175
374,179
372,181
370,183
368,185
366,187
364,189
362,191
360,193
358,195
356,195
354,195
352,193
350,193
348,195
346,197
344,199
342,201
340,203
338,203
336,203
334,201
332,199
330,197
328,195
326,193
324,191
322,189
320,187
318,189
316,191
314,193
312,195
310,197
308,199
304,199
306,211
308,213
306,223
304,225
302,227
300,229
298,231
296,233
294,235
292,237
290,237
288,235
286,233
280,226
277,226
275,224
273,222
271,220
269,218
267,216
265,216
263,214
261,216
259,218
257,220
255,222
253,224
251,227
249,229
251,237
253,239
255,241
257,243
259,245
261,247
263,249
265,251
267,253
269,260
267,264
265,266
263,268
261,270
259,272
257,274
255,276
253,276
251,276
249,274
247,272
245,270
243,268
241,266
239,264
237,262
235,260
233,260
231,258
229,256
224,251
226,256
223,256
220,253
217,258
215,260
213,262
211,264
209,266
207,268
205,270
203,268
201,268
199,266
197,264
195,262
193,260
191,262
193,264
195,266
197,268
199,270
201,272
199,280
197,282
195,284
193,286
191,288
189,288
187,288
185,288
183,286
181,284
179,283
176,276
174,276
172,278
170,280
168,282
166,286
164,288
162,290
159,293
157,295
159,297
157,299
159,301
161,303
163,305
165,307
167,309
169,311
171,313
173,317
176,318
178,320
180,322
182,324
184,326
186,328
188,330
190,332
192,330
194,328
196,326
198,324
200,322
202,320
204,318
206,316
208,314
210,312
207,314
209,314
211,312
213,310
215,308
217,306
219,304
221,302
223,300
225,298
227,300
229,300
231,302
233,304
235,306
237,308
239,310
241,312
243,314
245,316
247,318
249,320
251,320
253,320
255,320
257,318
259,316
261,314
263,312
265,312
267,314
269,316
271,318
273,320
275,322
277,324
279,326
281,328
283,328
285,328
287,326
289,324
291,326
293,326
295,326
297,326
299,328
301,330
303,330
305,328
307,328
309,328
311,328
313,328
315,328
317,328
319,328
321,328
323,328
325,328
327,326
325,322
323,320
321,318
319,318
317,318
315,318
313,318
311,318
309,316
307,314
305,314
303,312
301,310
299,308
297,308
295,308
297,306
297,304
297,302
297,300
297,298
297,295
295,293
292,290
294,288
296,286
298,284
300,282
302,280
304,278
306,276
308,274
310,272
312,270
314,268
316,266
318,264
320,262
322,260
324,258
326,256
328,254
330,252
332,250
334,248
336,246
338,244
340,242
342,240
344,238
346,236
348,235
350,233
352,235
354,237
356,239
358,241
360,243
362,245
364,247
366,249
368,251
370,251
372,251
374,251
376,251
378,253
380,253
382,255
384,257
381,261
379,263
377,267
375,267
373,269
371,265
369,265
367,265
365,265
363,265
361,265
359,265
357,269
355,271
353,273
351,275
349,277
347,279
344,282
342,284
340,286
338,288
340,292
342,294
344,296
346,298
348,300
346,301
348,303
350,305
352,307
354,309
356,307
358,305
360,303
362,301
364,301
366,301
368,303
370,305
372,307
374,309
376,311
378,313
380,315
382,317
380,321
378,323
376,323
374,327
372,329
370,331
368,333
366,335
364,337
362,339
360,341
358,343
356,345
354,347
352,349
350,351
348,353
346,355
344,357
342,359
340,361
338,363
336,365
334,367
332,369
330,371
328,371
326,371
324,371
322,371
320,371
318,371
316,371
314,371
312,369
310,369
308,369
306,369
304,369
302,369
300,369
298,369
296,369
294,369
292,369
290,369
288,369
286,369
284,369
282,369
280,369
278,369
276,367
274,365
272,363
270,361
268,359
266,357
264,355
262,357
260,359
258,361
256,363
254,365
252,365
245,360
243,358
241,356
239,354
237,352
235,352
233,350
231,348
229,346
227,346
225,346
223,348
221,350
219,352
217,354
215,356
213,358
211,360
209,362
207,364
205,366
203,368
201,370
199,372
197,374
195,376
193,376
191,376
189,376
191,376
193,374
191,372
189,372
187,370
185,372
183,372
181,374
